"Ingr","Match","Score"
"grilled lemon herb chicken","chicken fillet, grilled",0.577350269189626
"halibut and bass fillets","halibut, smoked",0.353553390593274
"rice crispies","rice croquette",0.5
"dandelion greens","dandelion greens, cooked",0.816496580927726
"chinese fried noodles","fried mushrooms",0.408248290463863
"jasmine flower syrup","blueberry syrup",0.408248290463863
"pita bread","bread, pita",1
"rhubarb","rhubarb",1
"rice and peas","peas and brown rice, baby food",0.707106781186548
"tri-peppers","peppers, pickled",0.5
"celery powder","celery, raw",0.5
"mango vinaigrette","mango nectar",0.5
"flat-iron steak","steak sauce",0.408248290463863
"summer sausage","pickled sausage",0.5
"cayenne pepper sauce","hot pepper sauce",0.666666666666667
"plain panko bread crumbs","bread, zucchini",0.353553390593274
"the juice of 1 wedge","fruit juice blend, 100% juice",0.338061701891407
"chiogga beets","beets, pickled",0.5
"pepperidge farm® herb seasoned stuffing","cornbread stuffing",0.316227766016838
"chuck beef","beef goulash",0.5
"allspice berries","berries, nfs",0.5
"potsticker wrappers","lamb chop, ns as to cut, cooked, lean only eaten",0
"creme de banana","banana nectar",0.408248290463863
"hickory log","lamb chop, ns as to cut, cooked, lean only eaten",0
"flatiron steak","steak sauce",0.5
"braeburn or gala apples","cabbage salad or coleslaw with apples and/or raisins, with dressing",0.387298334620742
"heirloom baby tomatoes","macaroni, tomatoes, and beef, baby food, strained",0.436435780471985
"chocolate sandwich cookies","cookie, chocolate sandwich",0.666666666666667
"spanish smoked paprika","salmon, smoked",0.408248290463863
"hamburger buns","hamburger slider",0.5
"""sunnys curry ketchup""","ketchup",0.577350269189626
"granny smith apple juice","apple juice, 100%",0.577350269189626
"thai chili soy paste","soy chips",0.353553390593274
"all-purpose flour","tortilla, flour",0.408248290463863
"shallots","lamb chop, ns as to cut, cooked, lean only eaten",0
"tastykake butterscotch krimpets","butterscotch morsels",0.408248290463863
"bulk pork sausage","pork sausage",0.816496580927726
"pinot noir wine","wine, light",0.408248290463863
"french breakfast radishes","breakfast tart",0.408248290463863
"cinnamon applesauce","cookie, applesauce",0.5
"alfredo sauce mix","alfredo sauce",0.816496580927726
"mexicorn","lamb chop, ns as to cut, cooked, lean only eaten",0
"pear liqueur","cobbler, pear",0.5
"madagascar vanilla beans","refried beans",0.408248290463863
"chocolate fudge pudding","fudge, chocolate",0.816496580927726
"semolina crusty sub rolls","pizza rolls",0.353553390593274
"pomegranate seeds","mixed seeds",0.5
"coconuts","lamb chop, ns as to cut, cooked, lean only eaten",0
"deli mustard","mustard",0.707106781186547
"european seedless cucumber","cucumber, cooked",0.408248290463863
"orange gelatin","orange blossom",0.5
"baking power","lamb chop, ns as to cut, cooked, lean only eaten",0
"knackwurst sausages","vienna sausages stewed with potatoes, puerto rican style",0.25
"pork or beef hot dogs","frankfurter or hot dog, beef and pork",0.676123403782813
"blueberry smash layer","blueberry syrup",0.408248290463863
"pretzel","pretzel, baby food",0.577350269189626
"pitted green and black olives","olives, green",0.632455532033676
"mint tea bag","mint julep",0.408248290463863
"high-gluten flour","tortilla, flour",0.408248290463863
"smoking chips","multigrain chips (sun chips)",0.577350269189626
"banana chunks","banana nectar",0.5
"skim milk","milk, fat free (skim)",0.707106781186547
"stone crab claws","crab imperial",0.408248290463863
"chocolate covered candy","caramel candy, chocolate covered",0.866025403784439
"blue cheese dressing","blue or roquefort cheese dressing",0.774596669241483
"polenta","lamb chop, ns as to cut, cooked, lean only eaten",0
"splash of brandy","brandy",0.577350269189626
"ginger ice cubes","italian ice",0.408248290463863
"chiffonade of mint","mint julep",0.408248290463863
"""mamas salsa""","salsa verde or salsa, green",0.534522483824849
"cuervo especial gold","energy drink (xs gold plus)",0.258198889747161
"egg yolk","egg, yolk only, raw",0.707106781186547
"gari","lamb chop, ns as to cut, cooked, lean only eaten",0
"berry","strudel, berry",0.707106781186547
"frozen guacamole","pineapple, frozen",0.5
"udon noodles","noodles, cooked",0.5
"italian meringue buttercream","italian ice",0.408248290463863
"vegetable peeler","vegetable chips",0.5
"araguani chocolate","fudge, chocolate, chocolate-coated",0.577350269189626
"lollipop sticks","reese's sticks",0.408248290463863
"hot red chile","sangria, red",0.408248290463863
"pork sirloin chops","pork sandwich",0.408248290463863
"sparkling wine of choice","wine, light",0.353553390593274
"sunflower seed kernels","sunflower oil",0.408248290463863
"pignoli","lamb chop, ns as to cut, cooked, lean only eaten",0
"chili-lime powder","lime, raw",0.408248290463863
"chocolate frosting","fudge, chocolate, chocolate-coated",0.577350269189626
"mashed potatoes","stewed potatoes",0.5
"whipped dessert topping","whipped topping",0.816496580927726
"cranberry jam","cranberry sauce",0.5
"italian cherry peppers","crisp, cherry",0.408248290463863
"asian vinaigrette","pear, asian, raw",0.408248290463863
"hops","lamb chop, ns as to cut, cooked, lean only eaten",0
"mixed gourmet mushrooms","fried mushrooms",0.408248290463863
"whole wheat pita bread","bread, pita, whole wheat",1
"dumpling dough","dumpling, plain",0.5
"bobby flay bbq rub","lamb chop, ns as to cut, cooked, lean only eaten",0
"deli buffalo-style chicken dip","buffalo chicken submarine sandwich",0.447213595499958
"salsa vera cruz","salsa verde or salsa, green",0.436435780471985
"64% chocolate","fudge, chocolate, chocolate-coated",0.577350269189626
"popped corn","corn, raw",0.5
"chestnuts","chestnuts",1
"zip-top bag","lamb chop, ns as to cut, cooked, lean only eaten",0
"truffle accompaniments","3 musketeers truffle crisp bar",0.316227766016838
"graham cracker pie shells","pie shell, graham cracker",0.75
"canadian bacon","canadian bacon, cooked",0.816496580927726
"black bean tortilla chips","bean chips",0.707106781186547
"lime-mint syrup","blueberry syrup",0.408248290463863
"sauvignon blanc","lamb chop, ns as to cut, cooked, lean only eaten",0
"lemon icing","icing, white",0.5
"orange sesame balsamic dressing","sesame dressing",0.707106781186547
"au gratin","chicken and vegetables au gratin with rice, diet frozen entree",0.447213595499958
"louisiana-style hot sauce","hot thai sauce",0.577350269189626
"pork casing","pork sandwich",0.5
"turkey sausage","turkey or chicken sausage",0.707106781186547
"extra crunchy peanut butter","peanut butter",0.707106781186547
"button","lamb chop, ns as to cut, cooked, lean only eaten",0
"bartlett","lamb chop, ns as to cut, cooked, lean only eaten",0
"peck seasoning","puerto rican seasoning with ham",0.316227766016838
"maple lime butter","butter, nfs",0.408248290463863
"progresso® chicken broth","mexican style chicken broth soup stock",0.471404520791032
"reduced-fat ranch salad dressing","salad dressing, fat free, nfs",0.6
"roasted garlic oil","flaxseed oil",0.408248290463863
"fresh preserving jars","coconut, fresh",0.408248290463863
"naval orange","orange blossom",0.5
"ranch salad dressing","cobb salad, no dressing",0.577350269189626
"hass avocadoes","lamb chop, ns as to cut, cooked, lean only eaten",0
"peach halves in syrup","peach, canned, in syrup",0.75
"whole-wheat hamburger bun","roll, whole wheat, hamburger bun",0.894427190999916
"sorrel buds","lamb chop, ns as to cut, cooked, lean only eaten",0
"funky mornay","lamb chop, ns as to cut, cooked, lean only eaten",0
"chestnut paste","guava paste",0.5
"pork heart","heart, cooked",0.5
"currant syrup","blueberry syrup",0.5
"guava","guava paste",0.707106781186547
"teaspoon sherry vinegar","vinegar",0.577350269189626
"hare","lamb chop, ns as to cut, cooked, lean only eaten",0
"gouda cheese","cheese, gouda or edam",0.707106781186547
"peach butter","butter, nfs",0.5
"salsa verde","salsa verde or salsa, green",0.801783725737273
"cactus sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"herbsaint (","lamb chop, ns as to cut, cooked, lean only eaten",0
"parbaked prepared pizza crust","pizza, cheese, stuffed crust",0.5
"vegetable/canola oil","canola oil",0.816496580927726
"grana padano","lamb chop, ns as to cut, cooked, lean only eaten",0
"parmesan rind","cheese, parmesan, hard",0.408248290463863
"pico piquin powder","nutritional powder mix (eas whey protein powder)",0.384900179459751
"lady apple","crisp, apple, apple dessert",0.577350269189626
"stuffed green olives","olives, stuffed",0.816496580927726
"ortega® hot diced green chiles","tea, hot, leaf, green",0.447213595499958
"dry barbecue rub","barbecue sauce",0.408248290463863
"lobster crabmeat mousse","mousse",0.577350269189626
"mustard powder","mustard",0.707106781186547
"spicy italian ham","italian ice",0.408248290463863
"pheasant","pheasant, cooked",0.707106781186547
"vanilla cream sandwich cookies","ice cream sandwich, vanilla",0.75
"marinade with lemon juice","cranberry juice blend, 100% juice, with calcium added",0.474341649025257
"the adobo sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"purple","lamb chop, ns as to cut, cooked, lean only eaten",0
"from 1/2 vanilla bean","cheeseburger, from fast food, 1 small patty",0.338061701891407
"sweety pepps","lamb chop, ns as to cut, cooked, lean only eaten",0
"mixed candied orange and lemon bits","mixed seeds",0.288675134594813
"jam","jam, preserve, all flavors",0.5
"peppermint candies","m&m's pretzel chocolate candies",0.25
"candied peanuts","peanuts, unroasted",0.5
"old fashioned turkey stuffing","old fashioned",0.707106781186547
"apple-mint puree","crisp, apple, apple dessert",0.471404520791032
"potatoes","stewed potatoes",0.707106781186547
"chorizo sausage","chorizo",0.707106781186547
"mixed berry yogurt","mixed fruit yogurt dessert, baby food, strained",0.436435780471985
"live active cultured","lamb chop, ns as to cut, cooked, lean only eaten",0
"brown & wild rice","flavored rice, brown and wild",0.774596669241483
"spanish green olives","olives, green",0.816496580927726
"white or yellow cake mix","cake or cupcake, yellow, with icing or filling",0.565685424949238
"valrhona chocolate","fudge, chocolate, chocolate-coated",0.577350269189626
"vanilla caramels","fudge, vanilla",0.5
"kitchen bouquet","lamb chop, ns as to cut, cooked, lean only eaten",0
"beef bone broth","beef, broth, bouillon, or consomme",0.516397779494322
"polenta/yellow cornmeal","cornmeal dumpling",0.408248290463863
"kalamata or gaeta olives","olives, stuffed",0.353553390593274
"roasted butternut squash","pie, squash",0.408248290463863
"creamy alfredo sauce","alfredo sauce",0.816496580927726
"sundried tomatoes packed in oil","clams, smoked, in oil",0.447213595499958
"empire apples","apples, baby food, toddler",0.353553390593274
"pound cake pieces","cake, pound, chocolate",0.666666666666667
"roma tomato","tomato aspic",0.5
"anisette","anisette toast",0.707106781186547
"regular arugula","mayonnaise, regular",0.5
"pepita seeds","mixed seeds",0.5
"70% cacao","lamb chop, ns as to cut, cooked, lean only eaten",0
"made from stale bread","garlic bread, from frozen",0.5
"real bacon bits","bacon bits",0.816496580927726
"poblano chilis","pepper, poblano, raw",0.408248290463863
"cornbread croutons","croutons",0.707106781186547
"peaches","peaches, baby food, strained",0.5
"spring water","water, bottled, flavored (propel water)",0.534522483824849
"endive leaves","taro leaves, cooked",0.408248290463863
"strawberry ice cream topping","ice cream sundae, caramel topping",0.670820393249937
"loaves italian bread","bread, italian, grecian, armenian",0.577350269189626
"dash","lamb chop, ns as to cut, cooked, lean only eaten",0
"cajun seasoning mix","snack mix, plain (chex mix)",0.436435780471985
"pimento cheese spread","cheese spread, swiss cheese base",0.654653670707977
"cheesy grits","grits, with cheese, fat added",0.316227766016838
"coarse sea salt","sea bass, pickled",0.333333333333333
"plain dried bread crumbs","papaya, dried",0.353553390593274
"other fruit of your choice","yogurt, ns as to type of milk, flavors other than fruit",0.404519917477945
"peppermint stick","butter, stick",0.5
"""hunts® petite diced tomatoes""","tomatoes, scalloped",0.353553390593274
"bone steak","steak sauce",0.5
"cheese tortellini","tortellini, cheese-filled, no sauce",0.632455532033676
"apple peel","crisp, apple, apple dessert",0.577350269189626
"vanilla or almond extract","cookie, sandwich-type, not chocolate or vanilla",0.377964473009227
"monterey jack and cheddar","cheese, cheddar",0.353553390593274
"hamburger bun","roll, multigrain, hamburger bun",0.707106781186547
"spinach leaves","spinach soup",0.5
"smoked finishing salt","salmon, smoked",0.408248290463863
"thai red chiles","sangria, red",0.408248290463863
"chewy bread","bread, zucchini",0.5
"roasted","peanuts, honey roasted",0.577350269189626
"a blend","cranberry juice, 100%, not a blend",0.577350269189626
"chewy candy","candy, nfs",0.5
"raspberry liqueur","cordial or liqueur",0.408248290463863
"lettuce leaf","lettuce, cooked",0.5
"baby red new potatoes","potatoes, baby food, toddler",0.5
"malt balls","alcoholic malt beverage",0.408248290463863
"bertolli® alfredo sauce","alfredo sauce",0.816496580927726
"mango chunks","mango nectar",0.5
"parmesan and basil leaves","mozzarella cheese, tomato, and basil, with oil and vinegar dressing",0.433012701892219
"loaf challah bread loaf","tuna loaf",0.577350269189626
"""peychauds bitters""","lamb chop, ns as to cut, cooked, lean only eaten",0
"vinaigrette salad dressing","cobb salad, no dressing",0.577350269189626
"marble rye bread","bread, rye",0.816496580927726
"sprigs of mint","mint julep",0.408248290463863
"paella spice blend","paella, nfs",0.408248290463863
"whole-grain pancake mix","muffin, whole grain",0.577350269189626
"barilla whole grain linguine","muffin, whole grain",0.577350269189626
"wild salmon","salmon, smoked",0.5
"mint chocolate chips","cookie, oatmeal, with chocolate chips",0.516397779494322
"peach and cherry compote","peach, frozen",0.353553390593274
"portobello and cremini mushrooms","fried mushrooms",0.353553390593274
"""neelys barbecue sauce""","barbecue sauce",0.816496580927726
"cucumber salad","cucumber salad made with cucumber and vinegar",0.707106781186547
"five-spice apples","apples, baby food, toddler",0.288675134594813
"state cheddar","cheese, cheddar",0.5
"beef eye of round roast","roast beef sandwich",0.516397779494322
"spanish pimiento stuffed olives","olives, stuffed",0.707106781186547
"marshmallow cream filling","marshmallow",0.577350269189626
"""bulls blood microgreens""","blood sausage",0.408248290463863
"kalamata olive spread","olive tapenade",0.408248290463863
"40% less sodium taco seasoning mix","snack mix, plain (chex mix)",0.308606699924184
"strawberry juice","strawberry juice, 100%",0.816496580927726
"merlot wine","wine, light",0.5
"plum vinegar","vinegar",0.707106781186547
"smirnoff green apple vodka","vodka",0.5
"sichuan peppercorns","lamb chop, ns as to cut, cooked, lean only eaten",0
"diet tang","roll, diet",0.5
"from a romaine heart","heart, cooked",0.353553390593274
"pineapple chunks in juice","pineapple juice, 100%",0.577350269189626
"fresno or holland chile","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.344123600805843
"baked goods section of your market","apple, baked",0.288675134594813
"bitter chocolate syrup","chocolate syrup",0.816496580927726
"""amaretto confectioners sugar""","sugar substitute and sugar blend",0.436435780471985
"little neck or cherry stone clams","clams, steamed or boiled",0.408248290463863
"mushroom stock","mushroom soup, nfs",0.408248290463863
"frozen","pineapple, frozen",0.707106781186547
"wild rabbit loin","rabbit, wild, cooked",0.666666666666667
"knot weeds","lamb chop, ns as to cut, cooked, lean only eaten",0
"spring greens mix","snack mix, plain (chex mix)",0.436435780471985
"lemon lime seltzer","lime, raw",0.408248290463863
"grano padano","lamb chop, ns as to cut, cooked, lean only eaten",0
"chow-chow","noodles, chow mein",0.577350269189626
"hothouse tomatoes","tomatoes, scalloped",0.5
"milk chocolate cake mix","chocolate milk, made from dry mix with whole milk",0.603022689155527
"reggano spaghetti","spaghetti sauce",0.5
"turkey drumsticks","turkey, nfs",0.5
"homemade pizza","dessert pizza",0.5
"pippin","lamb chop, ns as to cut, cooked, lean only eaten",0
"rice sauce","beef and rice, no sauce",0.632455532033676
"tofu chunks","pie, tofu with fruit",0.353553390593274
"radish","radish, raw",0.707106781186547
"stonemill peppercorn grinder","lamb chop, ns as to cut, cooked, lean only eaten",0
"wasabi paste","wasabi paste",1
"au jus mix","snack mix, plain (chex mix)",0.436435780471985
"pineapple chunks in pineapple juice","pineapple juice, 100%",0.654653670707977
"amchoor","lamb chop, ns as to cut, cooked, lean only eaten",0
"plum jam","plum, canned",0.5
"heavy whipping cream","cream, heavy",0.816496580927726
"warm lemon blueberry topping","blueberry syrup",0.353553390593274
"hard taco shells","taco sauce",0.408248290463863
"chocolate brownie mix","trail mix with chocolate",0.577350269189626
"four-rib pork roast","stuffed pork roast, puerto rican style",0.408248290463863
"calabrian chile oil","flaxseed oil",0.408248290463863
"fried onion snacks","fried onion rings",0.666666666666667
"graham cracker crusts","pie shell, graham cracker",0.577350269189626
"mostaccioli pasta","flavored pasta",0.5
"from about 1 bunch of carrots","carrots, cooked, from restaurant",0.408248290463863
"caraway coleslaw","coleslaw dressing",0.5
"groundnut oil","flaxseed oil",0.5
"granny smith or other tart apple","pie, apple, individual size or tart",0.5
"flaky dough sheet","bread, dough, fried",0.333333333333333
"smirnoff pomegranate martini","martini",0.577350269189626
"champagne extract","champagne punch",0.5
"anaheim chiles","chiles rellenos, cheese-filled",0.353553390593274
"cilantro lime cream sauce","veal with cream sauce",0.5
"salad dressing","cobb salad, no dressing",0.707106781186547
"ready made pie crust","pie, apple, two crust",0.5
"beech mushrooms","fried mushrooms",0.5
"port wine fig sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.363803437554499
"bulk sage sausage","pickled sausage",0.408248290463863
"tomato compote","tomato aspic",0.5
"moroccan couscous","couscous, plain, cooked",0.408248290463863
"chile blend seasoning","cheese, mexican blend",0.333333333333333
"bell pepper flakes","pepper steak",0.408248290463863
"oatmeal-raisin cookies","bread, oatmeal",0.408248290463863
"glass ice cubes","italian ice",0.408248290463863
"pineapple puree","pineapple, frozen",0.5
"""texas ranchero grillin beans""","refried beans",0.353553390593274
"processed cheese product","cheese, processed cheese food",0.707106781186548
"dungeness crab","crab imperial",0.5
"mixed baby lettuces","mixed cereal, baby food, dry, instant",0.471404520791032
"french green beans","green beans, raw",0.666666666666667
"spice islands rosemary","danish pastry, plain or spice",0.258198889747161
"cucumber stick","cucumber, cooked",0.5
"seedless strawberry jam","pie, strawberry cream",0.333333333333333
"peeled pumpkin seeds","pumpkin seeds, nfs",0.666666666666667
"pate de foie gras","salsa, pico de gallo",0.25
"from 1 large","hamburger, from fast food, 1 large patty",0.654653670707977
"wedge brie","cheese, brie",0.5
"the morning after red eye gravy","gravy, nfs",0.288675134594813
"blood orange marmalade","orange blossom",0.408248290463863
"stale texas toast","anisette toast",0.408248290463863
"hocks","lamb hocks, cooked",0.577350269189626
"jalapeno pesto","pesto sauce",0.5
"asiago","lamb chop, ns as to cut, cooked, lean only eaten",0
"apricot all fruit spread","fruit butter, all flavors",0.5
"basil pesto sauce","pesto sauce",0.816496580927726
"mojo seasoning","puerto rican seasoning with ham",0.316227766016838
"baby yellow carrots","carrots, baby food, toddler",0.577350269189626
"whole wheat large pitas","muffin, whole wheat",0.577350269189626
"pickling spice","danish pastry, plain or spice",0.316227766016838
"spiced simple syrup","simple syrup",0.816496580927726
"cream of celery soup","soup, cream of, nfs",0.75
"beef short rib","beef goulash",0.408248290463863
"anchovy","anchovy, canned",0.707106781186547
"ginseng","lamb chop, ns as to cut, cooked, lean only eaten",0
"dust of cinnamon","waffle, cinnamon",0.408248290463863
"soda","bread, irish soda",0.577350269189626
"bushmills original irish whiskey","whiskey",0.5
"alaskan salmon fillets","salmon, smoked",0.408248290463863
"baking chocolates","lamb chop, ns as to cut, cooked, lean only eaten",0
"garlic spread","garlic, cooked",0.5
"from beans and bacon macaroni","beans and franks",0.516397779494322
"breadstick dough","bread, dough, fried",0.408248290463863
"pork bacon slab","pork bacon, smoked or cured, cooked",0.471404520791032
"baguette bread crumbs","bread, zucchini",0.408248290463863
"bosc or anjou pears","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.344123600805843
"farfalle","lamb chop, ns as to cut, cooked, lean only eaten",0
"flaked salt","salt pork, cooked",0.408248290463863
"kikkoman rice vinegar","vinegar",0.577350269189626
"from 1 or 2 bananas","fish stick, patty or nugget from restaurant, home, or other place",0.372104203767625
"a mixture of cashews and raisins","raisins",0.408248290463863
"soft bread crumbs","bread, zucchini",0.408248290463863
"lime ade from frozen juice","waffle, plain, from frozen",0.447213595499958
"beef fillet","beef goulash",0.5
"pattypan squash","pie, squash",0.5
"yukon gold salferino","energy drink (xs gold plus)",0.258198889747161
"dry rib seasoning","whey, sweet, dry",0.333333333333333
"kale puree","kale, raw",0.5
"baguette bread","bread, zucchini",0.5
"multi grain penne","muffin, whole grain",0.333333333333333
"ancho chile powder","nutritional powder mix (eas whey protein powder)",0.384900179459751
"cuaraco","lamb chop, ns as to cut, cooked, lean only eaten",0
"grissini breadsticks","breadsticks, nfs",0.5
"juice reserved from canned lychee fruit","fruit cocktail, canned, juice pack",0.547722557505166
"golden grahams","cereal (general mills golden grahams)",0.632455532033676
"soft shell crabs","crab, soft shell, coated, fried",0.516397779494322
"haas avocados","lamb chop, ns as to cut, cooked, lean only eaten",0
"duncan hines® decadent carrot cake","cake, carrot, diet",0.516397779494322
"home-style bread","bread, lard, puerto rican style",0.516397779494322
"simple syrup","simple syrup",1
"reserving juice","fruit juice blend, 100% juice",0.534522483824849
"mocha cappuccino filling","coffee, cappuccino",0.408248290463863
"chili","nachos with chili",0.577350269189626
"lemon infused olive oil","olive oil",0.707106781186547
"guava marmalade","guava paste",0.5
"ginger teriyaki marinade mix","snack mix, plain (chex mix)",0.377964473009227
"fajitas","lamb chop, ns as to cut, cooked, lean only eaten",0
"saucepan","lamb chop, ns as to cut, cooked, lean only eaten",0
"color mist","lamb chop, ns as to cut, cooked, lean only eaten",0
"leafy tops","cereal (malt-o-meal blueberry muffin tops)",0.267261241912424
"dry roasted peanuts","peanuts, dry roasted, unsalted",0.866025403784439
"lime peels","lime, raw",0.5
"single cream","cream, light",0.5
"psyllium husk powder","nutritional powder mix (eas whey protein powder)",0.384900179459751
"chayotes","lamb chop, ns as to cut, cooked, lean only eaten",0
"roasted chestnuts","chestnuts",0.707106781186547
"peel peaches","fruit peel, candied",0.408248290463863
"dusting","lamb chop, ns as to cut, cooked, lean only eaten",0
"grapefruit peel","grapefruit, canned",0.5
"crumb top","coffee cake, crumb or quick-bread type",0.267261241912424
"loaf cinnamon raisin bread","bread, cinnamon",0.707106781186547
"fluted cookie cutter","cookie, applesauce",0.408248290463863
"sugar cookie mix","cookie, sugar wafer",0.666666666666667
"half and half","cream, half and half",0.912870929175277
"rabbits","lamb chop, ns as to cut, cooked, lean only eaten",0
"poblano rings","fried onion rings",0.408248290463863
"active dry yeast","yeast",0.577350269189626
"powdered mix","snack mix, plain (chex mix)",0.534522483824849
"prawns and seafood","congee, with meat, poultry, and/or seafood, and vegetables",0.522232967867094
"bisquick heart smart mix","snack mix, plain (chex mix)",0.377964473009227
"benedictine","lamb chop, ns as to cut, cooked, lean only eaten",0
"amber vinegar","vinegar",0.707106781186547
"gum paste","guava paste",0.5
"poblano or anaheim chiles","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.344123600805843
"crusty multigrain bread","bread, multigrain",0.816496580927726
"lime rind","lime, raw",0.5
"fire-roasted peppers and onion blend","sausage and peppers, no sauce",0.365148371670111
"toasted pumpkin seeds","pumpkin seeds, nfs",0.666666666666667
"guajillo pepper","pepper steak",0.5
"cod fillets","cape cod",0.5
"bourbon pecan maple syrup","pie, pecan",0.353553390593274
"pastry flour mix","pastry, chinese, made with rice flour",0.471404520791032
"mini fillo shells","stuffed shells, cheese-filled, no sauce",0.235702260395516
"chili toppings","nachos with chili",0.408248290463863
"pignoli nuts","nuts, nfs",0.5
"original meatballs","meatballs, puerto rican style",0.353553390593274
"blackberry balsamic drizzle","blackberry juice, 100%",0.333333333333333
"""campbells® condensed cheddar cheese soup""","cheese, cheddar",0.632455532033676
"risotto","lamb chop, ns as to cut, cooked, lean only eaten",0
"tomatillo guacamole","guacamole, nfs",0.5
"veal scallops","veal scallopini",0.5
"pumpernickel croutons","croutons",0.707106781186547
"spicy oregano burgers mixture","flavored rice mixture",0.288675134594813
"candy-coated chocolates","marshmallow, candy-coated",0.666666666666667
"sausage","pickled sausage",0.707106781186547
"decorating icings","lamb chop, ns as to cut, cooked, lean only eaten",0
"raspberry or citrus vodka","vodka",0.5
"peel of 2 green apples","olives, green",0.316227766016838
"classic pectin","classic mixed vegetables, cooked, from restaurant",0.288675134594813
"raspberry-balsamic cream cheese frosting","cream cheese, light",0.516397779494322
"round ciabatta or foccacia squares","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.307793505625546
"apricot glaze","apricot nectar",0.5
"locatelli pecorino","lamb chop, ns as to cut, cooked, lean only eaten",0
"caramel coconut filling","coconut milk",0.408248290463863
"red wine vinegar","wine, table, red",0.666666666666667
"pear vodka","vodka",0.707106781186547
"garlic flakes","garlic, cooked",0.5
"shiitake mushrooms","fried mushrooms",0.5
"vegetable oil","vegetable oil, nfs",0.816496580927726
"cocktail hot dogs","frankfurters or hot dogs and sauerkraut",0.471404520791032
"pumpkin pie filling","pie, pumpkin",0.816496580927726
"hamburger-style buns","yam buns; puerto rican style",0.516397779494322
"olive oil/salad oil blend","olive oil",0.801783725737273
"wheat cereal squares","cereal, puffed wheat, plain",0.577350269189626
"peppermint patties","double hamburger, from fast food, 2 small patties",0.25
"winter truffle","squash, winter, souffle",0.408248290463863
"cornmeal","cornmeal dumpling",0.707106781186547
"drizzle honey","honey",0.707106781186547
"cooking dates","coconut milk, used in cooking",0.316227766016838
"santa barbara county chardonnay","cereal (barbara's puffins)",0.25
"lemon curd","soybean curd",0.5
"chili cheese sauce","cheese sauce",0.816496580927726
"italian-bread segments","bread, italian, grecian, armenian",0.577350269189626
"rigatoni","lamb chop, ns as to cut, cooked, lean only eaten",0
"donkey chips","multigrain chips (sun chips)",0.577350269189626
"pomegranates","lamb chop, ns as to cut, cooked, lean only eaten",0
"squashes","lamb chop, ns as to cut, cooked, lean only eaten",0
"melba toasts","melba toast",0.5
"garlic mojo","garlic, cooked",0.5
"blue cheese","cheese, blue or roquefort",0.707106781186547
"marshmallow fluff","marshmallow",0.707106781186547
"chocolate coins","fudge, chocolate, chocolate-coated",0.577350269189626
"oil blend","butter-oil blend, tub",0.707106781186547
"boysenberry preserves","pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",0.204124145231931
"whole-grain cereal","cereal (kashi 7 whole grain puffs)",0.707106781186548
"pan juices","moo goo gai pan",0.353553390593274
"t-bone pork chops","pork sandwich",0.353553390593274
"fresh leaf parsley","parsley, raw",0.408248290463863
"pearl","onions, pearl, cooked",0.577350269189626
"nonstick butter spray","butter, nfs",0.408248290463863
"prime chuck","lamb chop, ns as to cut, cooked, lean only eaten",0
"flaxseeds","lamb chop, ns as to cut, cooked, lean only eaten",0
"oj concentrate","lemonade, frozen concentrate, not reconstituted",0.316227766016838
"bake-off biscuits","cookie, rum ball, no bake",0.258198889747161
"round chocolate wafer cookies","cookie, chocolate wafer",0.577350269189626
"black bean garlic paste","black bean salad",0.577350269189626
"capicola","lamb chop, ns as to cut, cooked, lean only eaten",0
"soy sesame dipping sauce","soy sauce",0.707106781186547
"pumpkin candies","muffin, pumpkin",0.5
"grilled kale","kale, raw",0.5
"nacho cheese corn chips","tortilla chips, nacho cheese flavor (doritos)",0.612372435695795
"olive oilgin","olive tapenade",0.5
"sambal","lamb chop, ns as to cut, cooked, lean only eaten",0
"tri-tip roast","roast beef sandwich",0.333333333333333
"crusty rolls","pizza rolls",0.5
"nonpareils","lamb chop, ns as to cut, cooked, lean only eaten",0
"cremini and shitake mushrooms","fried mushrooms",0.353553390593274
"blood orange zest","orange blossom",0.408248290463863
"mild molasses","molasses",0.707106781186547
"from meyer lemons","lentils, from canned",0.333333333333333
"a blend of your choice","cranberry juice, 100%, not a blend",0.365148371670111
"stale croissant","croissant",0.707106781186547
"amaretto","lamb chop, ns as to cut, cooked, lean only eaten",0
"chipotle in adobo sauce","herring, pickled, in cream sauce",0.447213595499958
"pecan light ice cream","light ice cream, vanilla",0.75
"fig leaves","fig, dried",0.5
"scotch bonnet chile peppers","scotch",0.5
"pizza stone","dessert pizza",0.5
"roast chicken","chicken, chicken roll, roasted",0.577350269189626
"ciabatta sandwich roll","steak sandwich, plain, on roll",0.516397779494322
"candied fruits","apple, candied",0.5
"unbaked tart shells","breakfast tart",0.408248290463863
"cornmeal mixture","cornmeal dumpling",0.5
"sauvignon blanc wine","wine, light",0.408248290463863
